2025-05-15 03:01:51,251 | INFO     | peticionamento | main           .main                 | L151  | Sistema de Peticionamento Iniciado.
2025-05-15 04:05:25,128 | DEBUG    | peticionamento | logger         .debug                | L141  | Comparando campo 'calcular_acumulo_funcao': 'não' == 'Sim'
2025-05-15 04:05:25,128 | DEBUG    | peticionamento | logger         .debug                | L141  | Convertendo valor para campo 'calcular_acumulo_funcao': 'não' (tipo: str)
2025-05-15 04:05:25,128 | DEBUG    | peticionamento | logger         .debug                | L141  | Valor após normalização básica: 'não'
2025-05-15 04:05:25,128 | DEBUG    | peticionamento | logger         .debug                | L141  | Convertendo 'não' para valor booleano False
2025-05-15 04:05:25,129 | DEBUG    | peticionamento | logger         .debug                | L141  | Convertendo valor para campo 'calcular_acumulo_funcao': 'Sim' (tipo: str)
2025-05-15 04:05:25,129 | DEBUG    | peticionamento | logger         .debug                | L141  | Valor após normalização básica: 'Sim'
2025-05-15 04:05:25,129 | DEBUG    | peticionamento | logger         .debug                | L141  | Convertendo 'Sim' para valor booleano True
2025-05-15 04:05:25,129 | DEBUG    | peticionamento | logger         .debug                | L141  | Resultado da comparação: False
2025-05-15 04:05:25,129 | DEBUG    | peticionamento | logger         .debug                | L141  | Seção condicional inativa: s6 (condição: calcular_acumulo_funcao == 'Sim')
2025-05-15 04:05:25,129 | DEBUG    | peticionamento | logger         .debug                | L141  | Avaliando expressão: 'calcular_insalubridade == 'Sim''
2025-05-15 04:05:25,129 | DEBUG    | peticionamento | logger         .debug                | L141  | Dados disponíveis: acidente_de_trabalho_doenca_ocupacional_total_dos_pedidos, acumulo_funcao_total_dos_pedidos, adicional_de_he_horas_extras, adicional_de_he_intervalo_intersemanal, adicional_noturno_total_dos_pedidos, ano_10_meses_decimo_terceiro_anual, ano_1_meses_decimo_terceiro_anual, ano_2_meses_decimo_terceiro_anual, ano_3_meses_decimo_terceiro_anual, ano_4_meses_decimo_terceiro_anual, ano_5_meses_decimo_terceiro_anual, ano_6_meses_decimo_terceiro_anual, ano_7_meses_decimo_terceiro_anual, ano_8_meses_decimo_terceiro_anual, ano_9_meses_decimo_terceiro_anual, antipenultimo_seguro_desemprego, aviso_previo_acumulo_funcao, aviso_previo_adicional_noturno, aviso_previo_desvio_de_funcao, aviso_previo_equiparacao_salarial, aviso_previo_feriados, aviso_previo_horas_extras, aviso_previo_integracao_de_comissoes, aviso_previo_periculosidade, aviso_previo_piso_salarial, aviso_previo_prontidao, aviso_previo_reducao_salarial, aviso_previo_reflexo_insalubridade, aviso_previo_reflexo_total, aviso_previo_salario_por_fora, aviso_previo_sobreaviso, aviso_previo_verbas_rescisorias, bairro_reu_1, bairro_reu_2, base_calculo_acumulo_funcao, base_calculo_desvio_de_funcao, base_de_calculo_horas_extras, base_de_calculo_mesmo_periodo_he__adicional_noturno, base_de_calculo_mesmo_periodo_he__feriados, base_de_calculo_mesmo_periodo_he__interjornada, base_de_calculo_mesmo_periodo_he__intervalo_intersemanal, base_de_calculo_mesmo_periodo_he__intrajornada, base_de_calculo_mesmo_periodo_he__prontidao, base_de_calculo_mesmo_periodo_he__sobreaviso, base_de_calculo_periculosidade, base_de_calculo_periodo_he_diferente_adicional_noturno, base_de_calculo_periodo_he_diferente_feriados, base_de_calculo_periodo_he_diferente_interjornada, base_de_calculo_periodo_he_diferente_intervalo_intersemanal, base_de_calculo_periodo_he_diferente_intrajornada, base_de_calculo_periodo_he_diferente_prontidao, base_de_calculo_periodo_he_diferente_sobreaviso, calcular_acidente_de_trabalho_doenca_ocupacional, calcular_acumulo_funcao, calcular_adicional_noturno, calcular_decimo_terceiro_anual, calcular_decimo_terceiro_recisorio, calcular_desvio_de_funcao, calcular_equiparacao_salarial, calcular_estabilidade_indenizada, calcular_feriados, calcular_ferias_anuais, calcular_ferias_proporcionais_recisoria, calcular_fgts_base_calculo, calcular_gestante, calcular_horas_extras, calcular_insalubridade, calcular_integracao_de_comissoes, calcular_interjornada, calcular_intervalo_intersemanal, calcular_intrajornada, calcular_multa_467_base_calculo, calcular_multa_477_base_calculo, calcular_multa_fgts_base_calculo, calcular_periculosidade, calcular_piso_salarial, calcular_prontidao, calcular_reducao_salarial, calcular_salario_por_fora, calcular_seguro_desemprego, calcular_sobreaviso, calcular_terceirizacao_base_calculo, calcular_vinculo_base_calculo, cargo_funcao, cep_reu_1, cep_reu_2, cidade_reu_1, cidade_reu_2, cidade_vara, cnpj_reu_1, cnpj_reu_2, coeficiente_em_porcento_acumulo_funcao, coeficiente_em_porcento_adicional_noturno, coeficiente_em_porcento_desvio_de_funcao, coeficiente_em_porcento_equiparacao_salarial, coeficiente_em_porcento_insalubridade, coeficiente_em_porcento_integracao_de_comissoes, coeficiente_em_porcento_periculosidade, coeficiente_em_porcento_piso_salarial, coeficiente_em_porcento_reducao_salarial, coeficiente_em_porcento_salario_por_fora, comissao_r_por_mes_integracao_de_comissoes, complemento_reu_1, complemento_reu_2, cpf_reu_1, cpf_reu_2, data_aviso_previo_base_calculo, data_concepcao_gestante, data_do_acidente_incapacidade_acidente_de_trabalho_doenca_ocupacional, data_do_termino_do_contrato_de_trabalho_gestante, data_exame_gestante, data_final_estabilidade_gestante, data_inicio_base_calculo, data_nascimento_acidente_de_trabalho_doenca_ocupacional, data_prevista_parto_gestante, data_termino_base_calculo, decimo_terceiro_acumulo_funcao, decimo_terceiro_adicional_noturno, decimo_terceiro_anual_total_dos_pedidos, decimo_terceiro_desvio_de_funcao, decimo_terceiro_equiparacao_salarial, decimo_terceiro_feriados, decimo_terceiro_horas_extras, decimo_terceiro_integracao_de_comissoes, decimo_terceiro_periculosidade, decimo_terceiro_piso_salarial, decimo_terceiro_prontidao, decimo_terceiro_reducao_salarial, decimo_terceiro_reflexo_estabilidade_indenizada, decimo_terceiro_reflexo_insalubridade, decimo_terceiro_reflexo_total, decimo_terceiro_reflexos_gestante, decimo_terceiro_salario_por_fora, decimo_terceiro_sobreaviso, decimo_terceiro_verbas_rescisorias, descricao_atividades_contrato_acumulo_funcao, descricao_atividades_exercidas_acumulo_funcao, descricao_entrevista_atividades_contratadas_acumulo_funcao, descricao_entrevista_atividades_extras_acumulo_funcao, descricao_entrevista_condicao_insalubre_insalubridade, descricao_entrevista_escala_trabalho, descricao_reu_1, descricao_reu_2, desvio_de_funcao_total_dos_pedidos, dias_aviso_previo_base_calculo, dias_trabalhados_mes_base_calculo, diasscansados_dsr_mes_base_calculo, diferenca_piso_salarial_mes_piso_salarial, diferenca_salario_equiparado_mes_equiparacao_salarial, dobrar_ferias_primeiro_pdo_ferias_anuais, dobrar_ferias_quarto_pdo_ferias_anuais, dobrar_ferias_quinto_pdo_ferias_anuais, dobrar_ferias_segundo_pdo_ferias_anuais, dobrar_ferias_terceiro_pdo_ferias_anuais, dsr_adicional_noturno, dsr_feriados, dsr_horas_extras, dsr_prontidao, dsr_ref_ao_dia_feriados, dsr_ref_ao_mes_adicional_noturno, dsr_ref_ao_mes_horas_extras, dsr_ref_ao_mes_prontidao, dsr_ref_ao_mes_sobreaviso, dsr_sobreaviso, email_parte_autora, equiparacao_salarial_total_dos_pedidos, estabilidade_indenizada_total_dos_pedidos, estado_reu_1, estado_reu_2, expectativa_de_vida_acidente_de_trabalho_doenca_ocupacional, feriado_total_dos_pedidos, ferias_anuais_total_dos_pedidos, ferias_terco_acumulo_funcao, ferias_terco_adicional_noturno, ferias_terco_desvio_de_funcao, ferias_terco_equiparacao_salarial, ferias_terco_feriados, ferias_terco_horas_extras, ferias_terco_integracao_de_comissoes, ferias_terco_periculosidade, ferias_terco_piso_salarial, ferias_terco_prontidao, ferias_terco_reducao_salarial, ferias_terco_reflexo_estabilidade_indenizada, ferias_terco_reflexo_insalubridade, ferias_terco_reflexo_total, ferias_terco_reflexos_gestante, ferias_terco_salario_por_fora, ferias_terco_sobreaviso, ferias_terco_verbas_rescisorias, fgts_acumulo_funcao, fgts_adicional_noturno, fgts_desvio_de_funcao, fgts_equiparacao_salarial, fgts_feriados, fgts_horas_extras, fgts_integracao_de_comissoes, fgts_periculosidade, fgts_piso_salarial, fgts_prontidao, fgts_reducao_salarial, fgts_reflexo_estabilidade_indenizada, fgts_reflexo_insalubridade, fgts_reflexo_total, fgts_reflexos_gestante, fgts_salario_por_fora, fgts_sobreaviso, fgts_total_dos_pedidos, fgts_verbas_rescisorias, gestante_total_dos_pedidos, grau_insalubridade, honorarios_sucumbenciais_total_dos_pedidos, horas_extras_por_mes_horas_extras, horas_extras_total_dos_pedidos, horas_fictas_noturnas_por_mes_adicional_noturno, horas_trabalhadas_por_feriado_feriados, idade_na_data_acidente_incapacidade_acidente_de_trabalho_doenca_ocupacional, informacoes_cliente_procuracao, insalubridade_total_dos_pedidos, integracao_de_comissoes_total_dos_pedidos, integrar_horas_extras_acumulo_funcao, integrar_horas_extras_adicional_noturno, integrar_horas_extras_desvio_de_funcao, integrar_horas_extras_equiparacao_salarial, integrar_horas_extras_insalubridade, integrar_horas_extras_integracao_de_comissoes, integrar_horas_extras_periculosidade, integrar_horas_extras_piso_salarial, integrar_horas_extras_reducao_salarial, integrar_horas_extras_salario_por_fora, interjornada_total_dos_pedidos, intervalo_intersemanal_total_dos_pedidos, intrajornada_total_dos_pedidos, item_extra_1_total_dos_pedidos, item_extra_2_total_dos_pedidos, item_extra_3_total_dos_pedidos, item_extra_4_total_dos_pedidos, item_extra_5_total_dos_pedidos, janela_indenizatoria_acidente_de_trabalho_doenca_ocupacional, jornada_mensal_trabalhada_horas_base_calculo, liquidacao_art_292, logradouro_reu_1, logradouro_reu_2, media_salarial_para_calculo_seguro_desemprego, meses_diferente_acumulo_funcao, meses_diferente_adicional_noturno, meses_diferente_decimo_terceiro_recisorio, meses_diferente_desvio_de_funcao, meses_diferente_equiparacao_salarial, meses_diferente_ferias_proporcionais_recisoria, meses_diferente_horas_extras, meses_diferente_insalubridade, meses_diferente_integracao_de_comissoes, meses_diferente_interjornada, meses_diferente_intrajornada, meses_diferente_periculosidade, meses_diferente_piso_salarial, meses_diferente_prontidao, meses_diferente_reducao_salarial, meses_diferente_salario_por_fora, meses_diferente_sobreaviso, meses_diferente_terceirizacao, meses_estabilidade_indenizada, meses_igual_acumulo_funcao, meses_igual_adicional_noturno, meses_igual_decimo_terceiro_recisorio, meses_igual_desvio_de_funcao, meses_igual_equiparacao_salarial, meses_igual_ferias_proporcionais_recisoria, meses_igual_horas_extras, meses_igual_insalubridade, meses_igual_integracao_de_comissoes, meses_igual_interjornada, meses_igual_intrajornada, meses_igual_periculosidade, meses_igual_piso_salarial, meses_igual_prontidao, meses_igual_reducao_salarial, meses_igual_salario_por_fora, meses_igual_sobreaviso, meses_igual_terceirizacao, mesma_base_de_calculo_horas_extras_adicional_noturno, mesma_base_de_calculo_horas_extras_feriados, mesma_base_de_calculo_horas_extras_interjornada, mesma_base_de_calculo_horas_extras_intervalo_intersemanal, mesma_base_de_calculo_horas_extras_intrajornada, mesma_base_de_calculo_horas_extras_prontidao, mesma_base_de_calculo_horas_extras_sobreaviso, mesmo_periodo_verbas_acumulo_funcao, mesmo_periodo_verbas_adicional_noturno, mesmo_periodo_verbas_decimo_terceiro_recisorio, mesmo_periodo_verbas_desvio_de_funcao, mesmo_periodo_verbas_equiparacao_salarial, mesmo_periodo_verbas_ferias_proporcionais_recisoria, mesmo_periodo_verbas_horas_extras, mesmo_periodo_verbas_insalubridade, mesmo_periodo_verbas_integracao_de_comissoes, mesmo_periodo_verbas_interjornada, mesmo_periodo_verbas_intrajornada, mesmo_periodo_verbas_periculosidade, mesmo_periodo_verbas_piso_salarial, mesmo_periodo_verbas_prontidao, mesmo_periodo_verbas_reducao_salarial, mesmo_periodo_verbas_salario_por_fora, mesmo_periodo_verbas_sobreaviso, mesmo_periodo_verbas_terceirizacao, minutos_noturnos_por_semana_adicional_noturno, modalidade_adicional_noturno, motivo_rescisao, multa_467_total_dos_pedidos, multa_467_verbas_rescisorias, multa_477_total_dos_pedidos, multa_477_verbas_rescisorias, multa_fgts_40_acumulo_funcao, multa_fgts_40_adicional_noturno, multa_fgts_40_desvio_de_funcao, multa_fgts_40_equiparacao_salarial, multa_fgts_40_feriados, multa_fgts_40_horas_extras, multa_fgts_40_integracao_de_comissoes, multa_fgts_40_periculosidade, multa_fgts_40_piso_salarial, multa_fgts_40_prontidao, multa_fgts_40_reducao_salarial, multa_fgts_40_reflexo_estabilidade_indenizada, multa_fgts_40_reflexo_insalubridade, multa_fgts_40_reflexo_total, multa_fgts_40_reflexos_gestante, multa_fgts_40_salario_por_fora, multa_fgts_40_sobreaviso, multa_fgts_40_verbas_rescisorias, n_regiao_trt, nacionalidade_reu_1, nacionalidade_reu_2, natureza_juridica_reu_1, natureza_juridica_reu_2, nome_reu_1, nome_reu_2_terceira, nulidade_ou_estabilidade_gestante, numero_de_feriados_trabalhados_dias_feriados, numero_de_meses_intervalo_intersemanal, numero_reu_1, numero_reu_2, numero_vara, penultimo_seguro_desemprego, periculosidade_total_dos_pedidos, periodo_aplicavel_acumulo_funcao, periodo_aplicavel_insalubridade, periodo_aplicavel_terceirizacao, periodo_de_estabilidade_meses_gestante, piso_salarial_total_dos_pedidos, porcento_do_adicional_periculosidade, porcento_para_o_acumulo_acumulo_funcao, porcento_para_o_acumulo_desvio_de_funcao, porcento_reducao_cap_de_trabalho_acidente_de_trabalho_doenca_ocupacional, primeiro_pdo_aquisitivo_ferias_anuais, primeiro_pdo_aquisitivo_meses_ferias_anuais, principal_decimo_terceiro_anual, principal_decimo_terceiro_recisorio, principal_ferias_anuais, principal_ferias_proporcionais_recisoria, principal_interjornada, principal_intervalo_intersemanal, principal_intrajornada, principal_reflexos_acidente_de_trabalho_doenca_ocupacional, principal_reflexos_acumulo_funcao, principal_reflexos_adicional_noturno, principal_reflexos_desvio_de_funcao, principal_reflexos_equiparacao_salarial, principal_reflexos_estabilidade_indenizada, principal_reflexos_feriados, principal_reflexos_gestante, principal_reflexos_horas_extras, principal_reflexos_insalubridade, principal_reflexos_integracao_de_comissoes, principal_reflexos_periculosidade, principal_reflexos_piso_salarial, principal_reflexos_prontidao, principal_reflexos_reducao_salarial, principal_reflexos_salario_por_fora, principal_reflexos_sobreaviso, principal_seguro_desemprego, prontidao_total_dos_pedidos, qtdade_de_intervalos_de_todo_contrato_intervalo_intersemanal, qtdade_de_intervalos_por_mes_intervalo_intersemanal, quantidade_horas_mes_interjornada, quantidade_horas_mes_intrajornada, quantidade_horas_mes_prontidao, quantidade_horas_mes_sobreaviso, quantidade_parcelas_seguro_desemprego, quarto_pdo_aquisitivo_ferias_anuais, quarto_pdo_aquisitivo_meses_ferias_anuais, quinto_pdo_aquisitivo_ferias_anuais, quinto_pdo_aquisitivo_meses_ferias_anuais, reducao_salarial_r_por_mes_reducao_salarial, reducao_salarial_total_dos_pedidos, reflexos_em_aviso_previo_base_calculo, remuneracao_base_acidente_de_trabalho_doenca_ocupacional, rg_reu_1, rg_reu_2, salario_bruto_base_calculo, salario_bruto_decimo_terceiro_anual, salario_bruto_decimo_terceiro_recisorio, salario_bruto_ferias_anuais, salario_bruto_ferias_proporcionais_recisoria, salario_por_fora_r_por_mes_salario_por_fora, salario_por_fora_total_dos_pedidos, saldo_salario_base_calculo, saldo_salario_verbas_rescisorias, segundo_pdo_aquisitivo_ferias_anuais, segundo_pdo_aquisitivo_meses_ferias_anuais, seguro_desemprego_total_dos_pedidos, semanas_indicadas_no_exame_gestante, sobreaviso_total_dos_pedidos, solicitacao_seguro_desemprego, status_vinculo_empregaticio, telefone_parte_autora, temas_com_reflexo_entrevista_acumulo_funcao, temas_com_reflexo_entrevista_decimo_terceiro_anual, temas_com_reflexo_entrevista_ferias_anuais, temas_pedidos_entrevista_gestante, tempo_total_trabalhado_base_calculo, terceiro_pdo_aquisitivo_ferias_anuais, terceiro_pdo_aquisitivo_meses_ferias_anuais, texto_grau_insalubridade, texto_personalizado_aviso_previo, texto_personalizado_fgts_acumulo_funcao, texto_personalizado_fgts_estabilidade_gestante, texto_personalizado_fgts_nulidade_gestante, texto_personalizado_insalubridade_nulidade_gestante, texto_personalizado_pericia_medica, texto_personalizado_seguro_desemprego, texto_reflexo_fgts_insalubridade, texto_reflexo_hora_extra_e_adicional_noturno, texto_reflexo_verbas_rescisorias_insalubridade, texto_rescisao, total_dos_pedidos_total_dos_pedidos, total_total_dos_pedidos, total_verbas_rescisorias, uf_vara, ultimo_seguro_desemprego, valor_do_ano_10_decimo_terceiro_anual, valor_do_ano_1_decimo_terceiro_anual, valor_do_ano_2_decimo_terceiro_anual, valor_do_ano_3_decimo_terceiro_anual, valor_do_ano_4_decimo_terceiro_anual, valor_do_ano_5_decimo_terceiro_anual, valor_do_ano_6_decimo_terceiro_anual, valor_do_ano_7_decimo_terceiro_anual, valor_do_ano_8_decimo_terceiro_anual, valor_do_ano_9_decimo_terceiro_anual, valor_do_principal_acidente_de_trabalho_doenca_ocupacional, valor_do_principal_acumulo_funcao, valor_do_principal_adicional_noturno, valor_do_principal_decimo_terceiro_recisorio, valor_do_principal_desvio_de_funcao, valor_do_principal_equiparacao_salarial, valor_do_principal_estabilidade_indenizada, valor_do_principal_feriados, valor_do_principal_ferias_proporcionais_recisoria, valor_do_principal_gestante, valor_do_principal_horas_extras, valor_do_principal_insalubridade, valor_do_principal_integracao_de_comissoes, valor_do_principal_interjornada, valor_do_principal_intervalo_intersemanal, valor_do_principal_intrajornada, valor_do_principal_periculosidade, valor_do_principal_piso_salarial, valor_do_principal_prontidao, valor_do_principal_reducao_salarial, valor_do_principal_salario_por_fora, valor_do_principal_sobreaviso, valor_do_seguro_a_receber_seguro_desemprego, valor_hora_adicional_noturno, valor_hora_feriados, valor_hora_horas_extras, valor_hora_interjornada, valor_hora_intervalo_intersemanal, valor_hora_intrajornada, valor_hora_prontidao, valor_hora_sobreaviso, valor_por_parcela_seguro_desemprego, valor_ref_ao_dia_feriados, valor_ref_ao_mes_acumulo_funcao, valor_ref_ao_mes_adicional_noturno, valor_ref_ao_mes_decimo_terceiro_anual, valor_ref_ao_mes_decimo_terceiro_recisorio, valor_ref_ao_mes_desvio_de_funcao, valor_ref_ao_mes_equiparacao_salarial, valor_ref_ao_mes_ferias_anuais, valor_ref_ao_mes_ferias_proporcionais_recisoria, valor_ref_ao_mes_insalubridade, valor_ref_ao_mes_integracao_de_comissoes, valor_ref_ao_mes_periculosidade, valor_ref_ao_mes_piso_salarial, valor_ref_ao_mes_prontidao, valor_ref_ao_mes_reducao_salarial, valor_ref_ao_mes_salario_por_fora, valor_ref_ao_mes_sobreaviso, valor_remuneracao_estabilidade_estabilidade_indenizada, valor_remuneracao_estabilidade_gestante, valores_ref_ao_mes_acidente_de_trabalho_doenca_ocupacional, valores_ref_ao_mes_horas_extras, valores_ref_ao_mes_interjornada, valores_ref_ao_mes_intrajornada, verbas_rescisorias_total_dos_pedidos
2025-05-15 04:05:25,130 | DEBUG    | peticionamento | logger         .debug                | L141  | Comparando campo 'calcular_insalubridade': 'não' == 'Sim'
2025-05-15 04:05:25,131 | DEBUG    | peticionamento | logger         .debug                | L141  | Convertendo valor para campo 'calcular_insalubridade': 'não' (tipo: str)
2025-05-15 04:05:25,131 | DEBUG    | peticionamento | logger         .debug                | L141  | Valor após normalização básica: 'não'
2025-05-15 04:05:25,131 | DEBUG    | peticionamento | logger         .debug                | L141  | Convertendo 'não' para valor booleano False
2025-05-15 04:05:25,131 | DEBUG    | peticionamento | logger         .debug                | L141  | Convertendo valor para campo 'calcular_insalubridade': 'Sim' (tipo: str)
2025-05-15 04:05:25,131 | DEBUG    | peticionamento | logger         .debug                | L141  | Valor após normalização básica: 'Sim'
2025-05-15 04:05:25,131 | DEBUG    | peticionamento | logger         .debug                | L141  | Convertendo 'Sim' para valor booleano True
2025-05-15 04:05:25,131 | DEBUG    | peticionamento | logger         .debug                | L141  | Resultado da comparação: False
2025-05-15 04:05:25,131 | DEBUG    | peticionamento | logger         .debug                | L141  | Seção condicional inativa: s7 (condição: calcular_insalubridade == 'Sim')
2025-05-15 04:05:25,132 | INFO     | peticionamento | logger         .info                 | L142  | Avaliação completa: 4 seções ativas de 8 regras
2025-05-15 04:05:25,132 | INFO     | peticionamento | main           .main                 | L229  | Seções ativas determinadas: ['s1', 's2', 's8', 's4']
2025-05-15 04:05:25,145 | INFO     | peticionamento | logger         .info                 | L142  | Template carregado: templates\modelo_trabalhista.docx
2025-05-15 04:05:25,146 | INFO     | peticionamento | logger         .info                 | L142  | Iniciando substituição de campos no documento
2025-05-15 04:05:25,146 | DEBUG    | peticionamento | logger         .debug                | L141  | Verificando fragmentação em parágrafo com 2 runs
2025-05-15 04:05:25,148 | DEBUG    | peticionamento | logger         .debug                | L141  | Run 0: 'EXCELENTÍSSIMO SENHOR DOUTOR JUIZ FEDERAL DA {{numero_vara}}ª. VARA DO TRABALHO DE {{cidade_vara}}/{{uf_vara}} – TRT DA {{n_regiao_trt}} REGIÃO' (Hex: 455843454c454e54c38d5353494d4f2053454e484f5220444f55544f52204a55495a204645444552414c204441207b7b6e756d65726f5f766172617d7dc2aa2e205641524120444f2054524142414c484f204445207b7b6369646164655f766172617d7d2f7b7b75665f766172617d7d20e2809320545254204441207b7b6e5f72656769616f5f7472747d7d2052454749c3834f)
2025-05-15 04:05:25,148 | DEBUG    | peticionamento | logger         .debug                | L141  | Run 1: '' (Hex: )
2025-05-15 04:05:25,148 | DEBUG    | peticionamento | logger         .debug                | L141  | Texto completo concatenado: 'EXCELENTÍSSIMO SENHOR DOUTOR JUIZ FEDERAL DA {{numero_vara}}ª. VARA DO TRABALHO DE {{cidade_vara}}/{{uf_vara}} – TRT DA {{n_regiao_trt}} REGIÃO' (Hex: 455843454c454e54c38d5353494d4f2053454e484f5220444f55544f52204a55495a204645444552414c204441207b7b6e756d65726f5f766172617d7dc2aa2e205641524120444f2054524142414c484f204445207b7b6369646164655f766172617d7d2f7b7b75665f766172617d7d20e2809320545254204441207b7b6e5f72656769616f5f7472747d7d2052454749c3834f)
2025-05-15 04:05:25,149 | DEBUG    | peticionamento | logger         .debug                | L141  | Placeholder fragmentado encontrado: '{{numero_vara}}' (campo: 'numero_vara')
2025-05-15 04:05:25,149 | DEBUG    | peticionamento | logger         .debug                | L141  | Posição: 45-60 (comprimento texto: 143)
2025-05-15 04:05:25,149 | DEBUG    | peticionamento | logger         .debug                | L141  | Analisando distribuição do placeholder entre runs:
2025-05-15 04:05:25,149 | DEBUG    | peticionamento | logger         .debug                | L141  |   Run 0: posição 0-143
2025-05-15 04:05:25,149 | DEBUG    | peticionamento | logger         .debug                | L141  |     Contém INÍCIO do placeholder em 45
2025-05-15 04:05:25,149 | DEBUG    | peticionamento | logger         .debug                | L141  |   Run 1: posição 143-143
2025-05-15 04:05:25,149 | DEBUG    | peticionamento | logger         .debug                | L141  | Runs afetadas: [0]
2025-05-15 04:05:25,149 | DEBUG    | peticionamento | logger         .debug                | L141  | Índices em runs: [(45, 60)]
2025-05-15 04:05:25,150 | DEBUG    | peticionamento | logger         .debug                | L141  | Substituindo em 1 runs por '441'
2025-05-15 04:05:25,150 | DEBUG    | peticionamento | logger         .debug                | L141  | Primeira run original: 'EXCELENTÍSSIMO SENHOR DOUTOR JUIZ FEDERAL DA {{numero_vara}}ª. VARA DO TRABALHO DE {{cidade_vara}}/{{uf_vara}} – TRT DA {{n_regiao_trt}} REGIÃO'
2025-05-15 04:05:25,150 | DEBUG    | peticionamento | logger         .debug                | L141  | Primeira run nova: 'EXCELENTÍSSIMO SENHOR DOUTOR JUIZ FEDERAL DA 441'
2025-05-15 04:05:25,150 | INFO     | peticionamento | logger         .info                 | L142  | Substituído placeholder fragmentado 'numero_vara' por '441'
2025-05-15 04:05:25,150 | DEBUG    | peticionamento | logger         .debug                | L141  | Placeholder fragmentado encontrado: '{{cidade_vara}}' (campo: 'cidade_vara')
2025-05-15 04:05:25,150 | DEBUG    | peticionamento | logger         .debug                | L141  | Posição: 83-98 (comprimento texto: 143)
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  | Analisando distribuição do placeholder entre runs:
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  |   Run 0: posição 0-143
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  |     Contém INÍCIO do placeholder em 83
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  |   Run 1: posição 143-143
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  | Runs afetadas: [0]
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  | Índices em runs: [(83, 98)]
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  | Substituindo em 1 runs por 'Campinas'
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  | Primeira run original: 'EXCELENTÍSSIMO SENHOR DOUTOR JUIZ FEDERAL DA 441'
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  | Primeira run nova: 'EXCELENTÍSSIMO SENHOR DOUTOR JUIZ FEDERAL DA 441Campinas'
2025-05-15 04:05:25,151 | INFO     | peticionamento | logger         .info                 | L142  | Substituído placeholder fragmentado 'cidade_vara' por 'Campinas'
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  | Placeholder fragmentado encontrado: '{{uf_vara}}' (campo: 'uf_vara')
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  | Posição: 99-110 (comprimento texto: 143)
2025-05-15 04:05:25,151 | DEBUG    | peticionamento | logger         .debug                | L141  | Analisando distribuição do placeholder entre runs:
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  |   Run 0: posição 0-143
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  |     Contém INÍCIO do placeholder em 99
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  |   Run 1: posição 143-143
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  | Runs afetadas: [0]
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  | Índices em runs: [(99, 110)]
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  | Substituindo em 1 runs por 'SP'
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  | Primeira run original: 'EXCELENTÍSSIMO SENHOR DOUTOR JUIZ FEDERAL DA 441Campinas'
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  | Primeira run nova: 'EXCELENTÍSSIMO SENHOR DOUTOR JUIZ FEDERAL DA 441CampinasSP'
2025-05-15 04:05:25,152 | INFO     | peticionamento | logger         .info                 | L142  | Substituído placeholder fragmentado 'uf_vara' por 'SP'
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  | Placeholder fragmentado encontrado: '{{n_regiao_trt}}' (campo: 'n_regiao_trt')
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  | Posição: 120-136 (comprimento texto: 143)
2025-05-15 04:05:25,152 | DEBUG    | peticionamento | logger         .debug                | L141  | Analisando distribuição do placeholder entre runs:
2025-05-15 04:05:25,153 | DEBUG    | peticionamento | logger         .debug                | L141  |   Run 0: posição 0-143
2025-05-15 04:05:25,153 | DEBUG    | peticionamento | logger         .debug                | L141  |     Contém INÍCIO do placeholder em 120
2025-05-15 04:05:25,153 | DEBUG    | peticionamento | logger         .debug                | L141  |   Run 1: posição 143-143
2025-05-15 04:05:25,153 | DEBUG    | peticionamento | logger         .debug                | L141  | Runs afetadas: [0]
